time,location1,location2,location3,location4,location5,location6,location7,location8,location9,location10,location11,location12,location13,location14,location15,location16,location17,location18,location19
4/6/2020 16:35,"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.5, 3.0]","[0.1041666666666666, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.2916666666666667, 0.0, 0.0, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.6875, 0.5, 0.25, 0.0, 2.25, 1.0, 0.0, 11.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 13.0]","[0.2291666666666666, 0.5, 0.0, 0.0, 0.0, 2.0, 0.0, 14.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 15.0]","[0.5625000000000001, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 16.0]","[4.500000000000001, 5.5, 3.0, 6.25, 0.0, 4.25, 0.25, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 16:40,"[0.25, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.5, 3.0]","[0.125, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.2916666666666667, 0.0, 0.0, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.6875, 0.5, 0.25, 0.0, 2.25, 1.0, 0.0, 11.0]","[0.5958333333333333, 0.5, 0.25, 1.0, 0.0, 1.0, 0.0, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 13.0]","[0.2291666666666666, 0.5, 0.0, 0.0, 0.0, 2.0, 0.0, 14.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 15.0]","[0.625, 0.0, 0.5, 1.5, 0.0, 0.0, 0.0, 16.0]","[1.8125, 2.0, 1.0, 2.5, 0.0, 4.0, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 16:45,"[0.625, 0.5, 0.0, 0.0, 1.5, 4.0, 0.0, 1.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.5, 3.0]","[0.125, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.2916666666666667, 0.0, 0.0, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.7416666666666667, 0.5, 0.25, 0.0, 2.5, 1.0, 0.0, 11.0]","[0.3958333333333333, 0.5, 0.0, 0.5, 0.0, 1.5, 0.0, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.25, 13.0]","[0.2291666666666666, 0.5, 0.0, 0.0, 0.0, 2.0, 0.0, 14.0]","[0.2291666666666666, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 15.0]","[0.4375, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 16.0]","[1.8125, 2.0, 1.0, 2.5, 0.0, 4.0, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 16:50,"[0.4375, 0.25, 0.0, 0.0, 1.25, 2.5, 0.25, 1.0]","[0.0416666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.5, 3.0]","[0.125, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]","[0.3416666666666667, 0.0, 2.0, 0.0, 0.25, 1.0, 0.0, 5.0]","[0.1875, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.2916666666666667, 0.0, 0.0, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.8333333333333334, 0.5, 0.5, 0.0, 2.75, 1.25, 0.0, 11.0]","[0.375, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 12.0]","[1.679166666666667, 0.0, 0.0, 4.25, 0.0, 2.0, 0.25, 13.0]","[0.2291666666666666, 0.5, 0.0, 0.0, 0.0, 2.0, 0.0, 14.0]","[0.2291666666666666, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 15.0]","[0.625, 0.0, 0.5, 1.5, 0.0, 0.0, 0.0, 16.0]","[1.0708333333333333, 1.5, 0.5, 1.25, 0.0, 2.5, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 16:55,"[0.7583333333333334, 0.25, 0.5, 0.5, 1.25, 4.25, 0.5, 1.0]","[0.2291666666666666, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.5, 3.0]","[0.125, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.3958333333333333, 0.5, 0.0, 0.5, 0.0, 1.5, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.3250000000000002, 0.0, 0.25, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.9041666666666668, 0.5, 0.5, 0.0, 3.0, 1.75, 0.0, 11.0]","[0.25, 0.5, 0.25, 0.0, 0.0, 1.75, 0.0, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.25, 13.0]","[0.2291666666666666, 0.5, 0.0, 0.0, 0.0, 2.0, 0.0, 14.0]","[0.2291666666666666, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 15.0]","[0.6875, 0.0, 1.0, 1.5, 0.0, 0.0, 0.0, 16.0]","[1.3958333333333337, 1.0, 1.0, 2.5, 0.0, 1.0, 0.0, 17.0]","[0.6958333333333333, 2.0, 0.25, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:00,"[1.1458333333333337, 0.5, 1.0, 1.0, 1.5, 4.5, 0.5, 1.0]","[0.4166666666666667, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.5, 3.0]","[0.125, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.6041666666666666, 0.5, 0.0, 1.0, 0.0, 2.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.3250000000000002, 0.0, 0.25, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.95, 0.5, 0.75, 0.0, 3.0, 2.0, 0.0, 11.0]","[0.4375, 1.0, 0.5, 0.0, 0.0, 2.0, 0.0, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 13.0]","[0.2291666666666666, 0.5, 0.0, 0.0, 0.0, 2.0, 0.0, 14.0]","[0.2291666666666666, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 15.0]","[0.625, 0.0, 0.5, 1.5, 0.0, 0.0, 0.0, 16.0]","[1.3958333333333337, 1.0, 1.0, 2.5, 0.0, 1.0, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:05,"[0.8208333333333333, 0.5, 0.5, 0.75, 0.75, 4.25, 0.25, 1.0]","[0.4166666666666667, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.5, 3.0]","[0.0833333333333333, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.25, 5.0]","[0.5625000000000001, 0.0, 0.0, 1.0, 0.5, 2.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.3250000000000002, 0.0, 0.25, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.8125, 0.25, 0.25, 0.0, 3.0, 2.0, 0.0, 11.0]","[0.4166666666666667, 0.75, 0.25, 0.25, 0.0, 1.75, 0.0, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 13.0]","[0.2291666666666666, 0.5, 0.0, 0.0, 0.0, 2.0, 0.0, 14.0]","[0.4791666666666666, 0.0, 0.5, 1.0, 0.0, 1.0, 0.0, 15.0]","[0.625, 0.0, 0.5, 1.5, 0.0, 0.0, 0.0, 16.0]","[1.3958333333333337, 1.0, 1.0, 2.5, 0.0, 1.0, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:10,"[0.8208333333333333, 0.5, 0.5, 0.75, 0.75, 4.25, 0.25, 1.0]","[0.4166666666666667, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0]","[3.0625, 3.5, 3.0, 3.0, 2.0, 3.0, 0.5, 3.0]","[0.0833333333333333, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.5, 5.0]","[0.4583333333333333, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.3250000000000002, 0.0, 0.25, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.8125, 0.25, 0.25, 0.0, 3.0, 2.0, 0.0, 11.0]","[0.6041666666666666, 0.75, 0.25, 0.75, 0.0, 1.75, 0.0, 12.0]","[1.679166666666667, 0.0, 0.0, 4.25, 0.0, 2.0, 0.0, 13.0]","[0.2291666666666666, 0.5, 0.0, 0.0, 0.0, 2.0, 0.0, 14.0]","[0.625, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 15.0]","[0.7166666666666667, 0.0, 0.5, 1.75, 0.0, 0.0, 0.0, 16.0]","[1.3958333333333337, 1.0, 1.0, 2.5, 0.0, 1.0, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0916666666666668, 3.0, 0.0, 0.25, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:15,"[0.5, 0.5, 0.0, 0.5, 0.0, 4.0, 0.0, 1.0]","[0.4166666666666667, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.0, 3.0]","[0.125, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.5, 5.0]","[0.5208333333333334, 0.0, 0.0, 1.0, 0.5, 1.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.2916666666666667, 0.0, 0.0, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.7708333333333334, 0.0, 0.5, 0.0, 3.0, 2.0, 0.0, 11.0]","[0.6041666666666666, 0.75, 0.25, 0.75, 0.0, 1.75, 0.0, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 13.0]","[0.3208333333333333, 0.5, 0.0, 0.25, 0.0, 2.0, 0.0, 14.0]","[0.625, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 15.0]","[0.8416666666666667, 0.0, 0.75, 2.0, 0.0, 0.0, 0.0, 16.0]","[2.1958333333333333, 1.5, 2.0, 3.75, 0.0, 2.5, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:20,"[0.5, 0.5, 0.0, 0.5, 0.0, 4.0, 0.0, 1.0]","[0.4166666666666667, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0]","[3.0625, 3.5, 3.0, 3.0, 2.0, 3.0, 0.0, 3.0]","[0.125, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.5, 5.0]","[0.5416666666666667, 0.0, 0.0, 1.0, 0.5, 1.5, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.2916666666666667, 0.0, 0.0, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.8666666666666667, 0.0, 0.5, 0.25, 3.0, 2.0, 0.25, 11.0]","[0.575, 0.75, 0.0, 0.75, 0.0, 1.75, 0.0, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 13.0]","[0.3541666666666667, 0.5, 0.25, 0.25, 0.0, 2.0, 0.0, 14.0]","[0.625, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 15.0]","[0.8750000000000001, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 16.0]","[2.1958333333333333, 1.5, 2.0, 3.75, 0.0, 2.5, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:25,"[0.5, 0.5, 0.0, 0.5, 0.0, 4.0, 0.0, 1.0]","[0.4166666666666667, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0]","[3.0625, 3.5, 3.0, 3.0, 2.0, 3.0, 0.0, 3.0]","[0.125, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.5625000000000001, 0.0, 0.0, 1.0, 0.5, 2.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.3250000000000002, 0.0, 0.25, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.8541666666666666, 0.0, 0.5, 0.25, 3.0, 1.75, 0.25, 11.0]","[0.6958333333333333, 0.75, 0.25, 1.0, 0.0, 1.75, 0.25, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 13.0]","[0.3541666666666667, 0.5, 0.25, 0.25, 0.0, 2.0, 0.0, 14.0]","[0.625, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 15.0]","[1.25, 0.5, 1.0, 2.0, 1.0, 0.5, 0.0, 16.0]","[1.3958333333333337, 1.0, 1.0, 2.5, 0.0, 1.0, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:30,"[0.25, 0.25, 0.0, 0.25, 0.0, 2.0, 0.25, 1.0]","[0.4166666666666667, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.0, 3.0]","[0.125, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.5416666666666667, 0.0, 0.0, 1.0, 0.5, 1.5, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.3250000000000002, 0.0, 0.25, 3.0, 0.0, 4.0, 0.0, 10.0]","[1.0, 0.0, 1.0, 0.5, 3.0, 1.5, 0.5, 11.0]","[0.6958333333333333, 0.75, 0.25, 1.0, 0.0, 1.75, 0.25, 12.0]","[1.7708333333333337, 0.0, 0.0, 4.5, 0.0, 2.0, 0.0, 13.0]","[0.4458333333333333, 0.75, 0.5, 0.25, 0.0, 1.75, 0.0, 14.0]","[0.8333333333333334, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 15.0]","[1.7166666666666668, 1.25, 0.75, 1.75, 2.75, 0.75, 0.0, 16.0]","[1.3125, 1.0, 0.5, 2.5, 0.0, 0.5, 0.0, 17.0]","[0.6666666666666667, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:35,"[0.5, 0.5, 0.0, 0.5, 0.0, 4.0, 0.0, 1.0]","[0.75, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.0, 3.0]","[0.0833333333333333, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.5625000000000001, 0.0, 0.0, 1.0, 0.5, 2.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.3250000000000002, 0.0, 0.25, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.7833333333333333, 0.0, 0.5, 0.25, 2.75, 1.25, 0.25, 11.0]","[0.5833333333333334, 0.5, 0.0, 1.0, 0.0, 1.5, 0.0, 12.0]","[1.7708333333333337, 0.0, 0.0, 4.5, 0.0, 2.0, 0.0, 13.0]","[0.4875, 1.0, 0.25, 0.25, 0.0, 1.75, 0.0, 14.0]","[1.0208333333333337, 1.0, 1.0, 1.5, 0.0, 1.0, 0.0, 15.0]","[1.5541666666666667, 1.0, 0.75, 1.5, 2.75, 0.75, 0.0, 16.0]","[0.4166666666666667, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 17.0]","[0.6958333333333333, 2.0, 0.25, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:40,"[0.5, 0.5, 0.0, 0.5, 0.0, 4.0, 0.0, 1.0]","[0.8125, 1.0, 0.5, 1.0, 0.0, 2.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.0, 3.0]","[0.3333333333333333, 0.0, 0.5, 0.5, 0.0, 2.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.5208333333333334, 0.0, 0.0, 1.0, 0.5, 1.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.3250000000000002, 0.0, 0.25, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.7833333333333333, 0.0, 0.5, 0.25, 2.75, 1.25, 0.25, 11.0]","[0.5125000000000001, 0.25, 0.0, 1.0, 0.0, 1.5, 0.25, 12.0]","[1.7708333333333337, 0.0, 0.0, 4.5, 0.0, 2.0, 0.0, 13.0]","[0.625, 1.0, 0.5, 0.5, 0.0, 2.0, 0.0, 14.0]","[1.0416666666666667, 1.0, 1.0, 1.5, 0.0, 1.5, 0.0, 15.0]","[1.5541666666666667, 1.0, 0.75, 1.5, 2.75, 0.75, 0.0, 16.0]","[0.4166666666666667, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 17.0]","[0.7291666666666667, 2.0, 0.5, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:45,"[0.3125, 0.25, 0.5, 0.25, 0.0, 2.0, 0.5, 1.0]","[0.8125, 1.0, 0.5, 1.0, 0.0, 2.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.25, 3.0]","[0.3333333333333333, 0.0, 0.5, 0.5, 0.0, 2.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.6666666666666667, 0.0, 0.0, 1.0, 1.0, 2.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.5, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 9.0]","[1.3250000000000002, 0.0, 0.25, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.7083333333333334, 0.0, 1.0, 0.0, 2.5, 1.5, 0.0, 11.0]","[0.4375, 0.0, 0.0, 1.0, 0.0, 1.5, 0.5, 12.0]","[1.7708333333333337, 0.0, 0.0, 4.5, 0.0, 2.0, 0.0, 13.0]","[0.625, 1.0, 0.5, 0.5, 0.0, 2.0, 0.0, 14.0]","[1.25, 1.5, 1.5, 1.5, 0.0, 1.5, 0.0, 15.0]","[2.375, 2.0, 0.5, 2.0, 4.5, 1.0, 0.0, 16.0]","[0.4791666666666666, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 17.0]","[0.7916666666666666, 2.0, 1.0, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 19.0]"
4/6/2020 17:50,"[0.1875, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 1.0]","[0.8041666666666667, 1.0, 0.5, 1.0, 0.0, 1.75, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.0, 3.0]","[0.3958333333333333, 0.0, 0.25, 0.75, 0.0, 2.0, 0.0, 4.0]","[0.2916666666666667, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 5.0]","[0.8125, 0.5, 0.0, 1.0, 1.0, 2.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.4791666666666666, 0.0, 0.0, 1.0, 0.0, 2.5, 0.0, 9.0]","[1.2916666666666667, 0.0, 0.0, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.7708333333333334, 0.0, 1.0, 0.0, 2.75, 1.75, 0.25, 11.0]","[0.3458333333333333, 0.0, 0.0, 0.75, 0.0, 1.5, 0.25, 12.0]","[1.7708333333333337, 0.0, 0.0, 4.5, 0.0, 2.0, 0.0, 13.0]","[0.4875, 0.75, 0.75, 0.25, 0.0, 2.0, 0.0, 14.0]","[1.0416666666666667, 1.0, 1.0, 1.5, 0.0, 1.5, 0.0, 15.0]","[2.8541666666666665, 2.0, 1.0, 3.0, 4.5, 2.0, 0.0, 16.0]","[0.4791666666666666, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 17.0]","[0.7291666666666667, 2.0, 0.5, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.0083333333333333, 3.0, 0.0, 0.0, 0.0, 3.25, 0.0, 19.0]"
4/6/2020 17:55,"[0.5833333333333334, 0.25, 0.5, 0.75, 0.0, 4.0, 0.5, 1.0]","[0.8125, 1.0, 0.5, 1.0, 0.0, 2.0, 0.0, 2.0]","[2.916666666666667, 3.0, 3.0, 3.0, 2.0, 3.0, 0.0, 3.0]","[0.2708333333333333, 0.0, 0.0, 0.5, 0.0, 2.0, 0.0, 4.0]","[0.425, 0.5, 2.0, 0.0, 0.0, 0.75, 0.0, 5.0]","[0.2916666666666667, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 6.0]",,"[0.8750000000000001, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 8.0]","[0.75, 0.5, 0.0, 1.0, 0.5, 3.0, 0.0, 9.0]","[1.2916666666666667, 0.0, 0.0, 3.0, 0.0, 4.0, 0.0, 10.0]","[0.7083333333333334, 0.0, 1.0, 0.0, 2.5, 1.5, 0.5, 11.0]","[0.25, 0.0, 0.0, 0.5, 0.0, 1.5, 0.5, 12.0]","[1.5833333333333333, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 13.0]","[0.425, 0.75, 1.0, 0.0, 0.0, 2.0, 0.0, 14.0]","[1.0416666666666667, 1.0, 1.0, 1.5, 0.0, 1.5, 0.0, 15.0]","[2.958333333333333, 2.0, 1.0, 3.0, 5.0, 2.0, 0.0, 16.0]","[0.4791666666666666, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 17.0]","[0.7291666666666667, 2.0, 0.5, 0.0, 0.0, 2.0, 0.0, 18.0]","[1.175, 3.5, 0.0, 0.0, 0.0, 3.75, 0.0, 19.0]"
